date,open,high,low,close,volume,dividends,stock splits,capital gains
2020-02-06,147,147,147,147,4819800,0,0,0
2020-02-07,147,148,147,147,6379300,0,0,0
2020-02-10,148,148,147,148,5793600,0,0,0
2020-02-11,148,148,147,147,5179400,0,0,0
2020-02-12,147,147,147,147,5040600,0,0,0
2020-02-13,148,148,147,148,7082100,0,0,0
2020-02-14,148,149,148,149,5345400,0,0,0
2020-02-18,149,151,149,150,11524900,0,0,0
2020-02-19,151,151,150,151,9269800,0,0,0
2020-02-20,152,152,151,152,8457300,0,0,0
2020-02-21,154,155,154,154,16344500,0,0,0
2020-03-02,150,150,149,149,16295400,0,0,0
2020-03-04,154,154,153,154,12315500,0,0,0
2020-03-25,152,152,151,151,16457200,0,0,0
2020-03-26,153,154,152,153,12778200,0,0,0
2020-03-27,153,153,152,152,9824600,0,0,0
2020-03-30,152,153,151,152,12080900,0,0,0
2020-03-31,151,151,147,148,13319500,0,0,0
2020-04-01,148,150,147,149,11827400,0,0,0
2020-04-02,151,152,150,151,9188300,0,0,0
2020-04-03,152,153,151,152,8469100,0,0,0
2020-04-06,154,157,153,156,14739300,0,0,0
2020-04-07,155,156,154,156,9195400,0,0,0
2020-04-08,155,155,154,154,7600800,0,0,0
2020-04-15,161,162,160,161,12141900,0,0,0
2020-04-16,161,163,160,161,9233200,0,0,0
2020-04-17,159,160,158,158,14652700,0,0,0
2020-04-20,158,160,158,159,10688700,0,0,0
2020-04-21,157,159,157,158,12478100,0,0,0
2020-04-22,160,161,160,161,12902100,0,0,0
2020-04-23,162,163,161,163,14928500,0,0,0
2020-04-24,163,163,160,162,11199300,0,0,0
2020-04-27,161,162,160,161,9033500,0,0,0
2020-04-28,160,160,159,160,10383000,0,0,0
2020-04-29,160,161,159,161,12232300,0,0,0
2020-04-30,160,160,158,158,13633500,0,0,0
2020-05-01,158,160,157,159,10914300,0,0,0
2020-05-04,160,160,159,160,7986200,0,0,0
2020-05-05,160,161,159,161,10563100,0,0,0
2020-05-06,158,159,158,158,13352000,0,0,0
2020-05-07,159,161,159,161,13691700,0,0,0
2020-05-08,161,162,160,160,12240900,0,0,0
2020-05-11,160,160,158,159,11209800,0,0,0
2020-05-12,160,160,159,160,10406000,0,0,0
2020-05-13,160,161,160,161,10950400,0,0,0
2020-05-15,164,164,163,163,13918800,0,0,0
2020-05-18,164,164,162,162,14133800,0,0,0
2020-05-19,163,164,163,164,8535800,0,0,0
2020-05-20,164,164,163,164,10666100,0,0,0
2020-05-21,163,163,161,162,11791000,0,0,0
2020-05-22,162,163,162,163,8540900,0,0,0
2020-05-26,162,162,160,160,13972000,0,0,0
2020-05-27,159,161,159,161,13063500,0,0,0
2020-05-28,162,162,160,161,9758500,0,0,0
2020-05-29,162,163,162,162,12581800,0,0,0
2020-06-01,162,163,162,163,8140200,0,0,0
2020-06-02,163,164,161,162,10388900,0,0,0
2020-06-04,161,161,159,161,10094000,0,0,0
2020-06-05,158,158,157,158,16021200,0,0,0
2020-06-08,158,159,158,159,9244400,0,0,0
2020-06-09,161,161,160,161,9045600,0,0,0
2020-06-10,162,163,160,163,13009300,0,0,0
2020-06-11,163,164,161,162,11673900,0,0,0
2020-06-12,163,163,162,162,6895400,0,0,0
2020-06-15,160,162,160,162,8532500,0,0,0
2020-06-16,161,162,161,162,7964000,0,0,0
2020-06-17,162,162,161,162,4758200,0,0,0
2020-06-18,162,162,161,162,5397600,0,0,0
2020-06-19,162,164,162,164,12187400,0,0,0
2020-06-22,165,165,164,165,12385600,0,0,0
2020-06-23,165,166,165,166,12137300,0,0,0
2020-06-24,166,166,165,165,10901400,0,0,0
2020-06-25,165,165,165,165,7093800,0,0,0
2020-06-26,164,166,164,166,9753500,0,0,0
2020-06-29,166,166,166,166,6735700,0,0,0
2020-06-30,166,167,166,167,12762300,0,0,0
2020-07-01,167,167,165,166,13214800,0,0,0
2020-07-02,166,167,166,166,8753500,0,0,0
2020-07-06,167,168,167,167,7265700,0,0,0
2020-07-07,167,169,167,169,11633100,0,0,0
2020-07-08,170,170,169,170,11662700,0,0,0
2020-07-09,170,170,168,169,13327400,0,0,0
2020-07-10,169,170,168,169,8218000,0,0,0
2020-07-13,170,170,169,169,11095900,0,0,0
2020-07-14,168,170,168,170,9812700,0,0,0
2020-07-15,169,170,169,170,7533800,0,0,0
2020-07-16,169,170,168,168,10242400,0,0,0
2020-07-17,169,170,169,170,10296000,0,0,0
2020-07-20,170,171,170,170,10095500,0,0,0
2020-07-21,172,173,172,173,12826100,0,0,0
2020-07-24,179,179,178,178,15601300,0,0,0
2020-07-31,184,185,184,185,15876700,0,0,0
2020-08-03,185,185,184,185,12897000,0,0,0
2020-08-14,183,183,181,182,11792000,0,0,0
2020-08-17,184,187,184,186,15709800,0,0,0
2020-08-18,189,189,185,188,16291600,0,0,0
2020-08-20,181,183,180,183,16692200,0,0,0
2020-08-21,182,182,180,182,12713700,0,0,0
2020-08-24,182,182,180,181,11605800,0,0,0
2020-08-25,181,181,179,181,10056100,0,0,0
2020-08-26,180,183,180,183,12715800,0,0,0
2020-08-27,185,185,179,181,16299200,0,0,0
2020-08-28,183,185,183,184,13200800,0,0,0
2020-08-31,184,185,184,184,10251200,0,0,0
2020-09-01,186,186,184,185,10662100,0,0,0
2020-09-02,183,183,181,182,11536900,0,0,0
2020-09-03,182,182,180,181,12148100,0,0,0
2020-09-04,180,182,180,181,11567900,0,0,0
2020-09-08,179,182,179,181,13229200,0,0,0
2020-09-09,182,183,182,183,8424100,0,0,0
2020-09-10,184,184,182,182,9143600,0,0,0
2020-09-11,183,183,182,182,7662300,0,0,0
2020-09-14,183,184,183,183,9709500,0,0,0
2020-09-15,184,184,182,183,7993700,0,0,0
2020-09-16,184,185,183,183,12702400,0,0,0
2020-09-17,181,183,181,182,8836200,0,0,0
2020-09-18,183,184,182,183,9959700,0,0,0
2020-09-22,179,180,178,178,7977900,0,0,0
2020-09-24,174,176,173,175,11759200,0,0,0
2020-09-25,174,175,173,174,6779200,0,0,0
2020-09-28,175,176,175,176,7109700,0,0,0
2020-09-29,177,178,176,178,8718500,0,0,0
2020-09-30,177,178,176,177,8371800,0,0,0
2020-10-01,178,179,178,178,10402800,0,0,0
2020-10-02,178,179,178,178,7488500,0,0,0
2020-10-05,179,180,178,179,6969600,0,0,0
2020-10-06,180,180,177,177,8632800,0,0,0
2020-10-07,177,177,176,177,6410900,0,0,0
2020-10-08,178,178,176,177,6530800,0,0,0
2020-10-09,180,181,179,181,15979800,0,0,0
2020-10-12,180,180,180,180,4843000,0,0,0
2020-10-13,178,178,177,177,8384300,0,0,0
2020-10-14,179,179,178,178,9076600,0,0,0
2020-10-15,177,179,177,178,6815400,0,0,0
2020-10-16,179,179,178,178,7260700,0,0,0
2020-10-19,179,179,178,178,6084400,0,0,0
2020-10-20,178,179,178,179,7121400,0,0,0
2020-10-21,180,181,180,180,7548100,0,0,0
2020-10-22,178,179,177,178,8377000,0,0,0
2020-10-23,179,179,177,178,5919300,0,0,0
2020-10-26,178,179,178,178,5105100,0,0,0
2020-10-27,178,179,178,179,5826900,0,0,0
2020-10-28,176,176,175,176,11734100,0,0,0
2020-10-29,175,176,174,175,8474500,0,0,0
2020-10-30,177,177,175,176,7303000,0,0,0
2020-11-02,177,177,177,177,6498400,0,0,0
2020-11-03,178,179,178,178,7577200,0,0,0
2020-11-04,178,179,177,178,11117300,0,0,0
2020-11-05,181,183,180,182,16102800,0,0,0
2020-11-06,183,183,182,183,10378300,0,0,0
2020-11-10,176,176,175,175,11728500,0,0,0
2020-11-11,174,175,174,174,9008500,0,0,0
2020-11-12,176,176,175,175,7167900,0,0,0
2020-11-13,177,177,176,177,6469800,0,0,0
2020-11-16,177,177,176,177,8358500,0,0,0
2020-11-17,177,177,176,176,8229100,0,0,0
2020-11-18,176,176,175,175,7384700,0,0,0
2020-11-19,174,175,174,175,6965100,0,0,0
2020-11-20,176,176,175,175,6379400,0,0,0
2020-11-23,175,175,171,172,15510600,0,0,0
2020-11-25,169,170,169,169,10286600,0,0,0
2020-11-27,166,167,166,167,10569100,0,0,0
2020-11-30,166,167,166,166,13210000,0,0,0
2020-12-01,169,170,169,170,13533300,0,0,0
2020-12-02,170,171,170,171,9199700,0,0,0
2020-12-03,172,172,171,172,10457300,0,0,0
2020-12-04,172,173,171,172,10098600,0,0,0
2020-12-07,172,175,172,174,10555100,0,0,0
2020-12-08,175,175,174,175,6348400,0,0,0
2020-12-09,173,174,171,172,10743200,0,0,0
2020-12-10,172,173,171,172,6564000,0,0,0
2020-12-11,172,173,172,172,6084800,0,0,0
2020-12-14,171,172,170,171,7644400,0,0,0
2020-12-15,173,173,173,173,6840500,0,0,0
2020-12-16,174,175,173,174,8174700,0,0,0
2020-12-17,177,177,176,176,9475800,0,0,0
2020-12-18,176,176,176,176,6789900,0,0,0
2020-12-21,176,176,175,175,8168900,0,0,0
2020-12-22,176,176,174,174,9442400,0,0,0
2020-12-23,175,176,175,175,6542800,0,0,0
2020-12-24,175,176,175,176,3695400,0,0,0
2020-12-28,177,177,175,175,7778700,0,0,0
2020-12-29,176,176,175,176,5983700,0,0,0
2020-12-30,176,177,176,177,5914000,0,0,0
2020-12-31,178,178,177,178,7540800,0,0,0
2021-01-04,181,182,180,182,14331400,0,0,0
2021-01-05,182,183,181,182,12718800,0,0,0
2021-01-07,179,179,178,179,7110200,0,0,0
2021-01-11,172,173,172,173,8571400,0,0,0
2021-01-12,173,174,172,174,9798500,0,0,0
2021-01-13,173,174,173,173,14110300,0,0,0
2021-01-14,173,174,172,173,13522700,0,0,0
2021-01-15,172,173,170,171,16172500,0,0,0
2021-01-19,172,172,171,172,7485700,0,0,0
2021-01-20,174,175,173,175,9456000,0,0,0
2021-01-21,175,175,174,175,7246800,0,0,0
2021-01-22,172,174,172,173,7269600,0,0,0
2021-01-25,174,174,173,174,5936800,0,0,0
2021-01-26,173,174,173,173,4685600,0,0,0
2021-01-27,172,173,171,172,9036500,0,0,0
2021-01-28,174,174,172,172,9392400,0,0,0
2021-01-29,174,175,172,172,11252800,0,0,0
2021-02-01,175,175,174,174,9105500,0,0,0
2021-02-02,172,172,171,172,7221700,0,0,0
2021-02-03,172,172,171,171,4658100,0,0,0
2021-02-04,168,168,167,168,13736600,0,0,0
2021-02-05,168,170,168,169,6538500,0,0,0
2021-02-08,171,172,171,171,6887500,0,0,0
2021-02-09,172,173,171,172,5131800,0,0,0
2021-02-10,173,173,172,172,6112800,0,0,0
2021-02-11,172,172,170,171,5994500,0,0,0
2021-02-12,170,171,169,170,6018900,0,0,0
2021-02-16,168,170,167,168,14761100,0,0,0
2021-02-17,166,167,165,166,11400700,0,0,0
2021-02-18,166,167,165,166,7498200,0,0,0
2021-02-19,166,167,166,167,8273500,0,0,0
2021-02-22,168,169,168,169,10072000,0,0,0
2021-02-23,169,169,168,169,8616800,0,0,0
2021-02-24,167,169,167,169,8890600,0,0,0
2021-02-25,166,167,165,165,16359400,0,0,0
2021-03-01,163,163,161,161,13828300,0,0,0
2021-03-02,161,162,161,162,11424600,0,0,0
2021-03-03,160,161,159,160,13059900,0,0,0
2021-03-04,160,161,158,159,13870100,0,0,0
2021-03-05,159,159,158,159,12821600,0,0,0
2021-03-08,158,158,157,157,12134900,0,0,0
2021-03-09,160,161,160,160,10382600,0,0,0
2021-03-10,161,161,160,161,7962000,0,0,0
2021-03-11,161,161,161,161,6749200,0,0,0
2021-03-12,159,161,159,161,8608500,0,0,0
2021-03-15,162,162,161,162,8104500,0,0,0
2021-03-16,162,163,161,162,7547400,0,0,0
2021-03-17,162,164,161,163,12626700,0,0,0
2021-03-18,161,162,161,162,8711100,0,0,0
2021-03-19,162,163,162,163,6868900,0,0,0
2021-03-22,162,163,162,163,5240000,0,0,0
2021-03-23,162,162,161,161,6048300,0,0,0
2021-03-24,162,162,161,162,6183700,0,0,0
2021-03-25,163,163,161,161,8398600,0,0,0
2021-03-26,161,162,161,162,6153900,0,0,0
2021-03-29,161,161,159,160,8409300,0,0,0
2021-03-30,157,158,157,157,8353200,0,0,0
2021-03-31,158,160,158,159,10623800,0,0,0
2021-04-01,161,162,161,161,7105200,0,0,0
2021-04-05,161,162,161,161,6163800,0,0,0
2021-04-06,162,163,162,163,6761200,0,0,0
2021-04-07,162,163,162,162,5436000,0,0,0
2021-04-08,164,164,164,164,6574500,0,0,0
2021-04-09,162,163,162,163,6657900,0,0,0
2021-04-12,162,162,161,162,4896700,0,0,0
2021-04-13,163,163,163,163,6995900,0,0,0
2021-04-14,162,163,162,162,6312300,0,0,0
2021-04-15,164,165,164,165,8250600,0,0,0
2021-04-16,166,166,165,166,10057600,0,0,0
2021-04-19,165,166,165,165,5721700,0,0,0
2021-04-20,165,166,165,166,6532000,0,0,0
2021-04-21,167,168,167,168,8380200,0,0,0
2021-04-22,167,167,166,167,7680100,0,0,0
2021-04-23,167,167,165,166,7106400,0,0,0
2021-04-26,166,166,166,166,4786600,0,0,0
2021-04-27,166,167,166,166,5363500,0,0,0
2021-04-28,165,166,165,166,6932200,0,0,0
2021-04-29,165,166,164,166,9067600,0,0,0
2021-04-30,165,166,165,165,6248700,0,0,0
2021-05-03,167,168,167,167,9014700,0,0,0
2021-05-04,167,168,165,166,10267400,0,0,0
2021-05-05,166,167,166,167,5950000,0,0,0
2021-05-06,167,170,167,170,13574100,0,0,0
2021-05-07,171,172,171,171,14748600,0,0,0
2021-05-10,172,172,171,172,8276600,0,0,0
2021-05-11,170,172,170,172,8348200,0,0,0
2021-05-12,171,171,170,170,12666300,0,0,0
2021-05-13,170,171,170,171,8078300,0,0,0
2021-05-14,172,172,171,172,9686800,0,0,0
2021-05-17,173,175,173,174,11956800,0,0,0
2021-05-18,175,175,174,175,7294000,0,0,0
2021-05-20,175,176,175,175,9802800,0,0,0
2021-05-21,176,176,175,176,7677200,0,0,0
2021-05-24,176,176,175,176,5557300,0,0,0
2021-05-25,176,177,176,177,8986900,0,0,0
2021-05-26,178,178,177,177,8495400,0,0,0
2021-05-27,177,177,176,177,7993000,0,0,0
2021-05-28,177,178,177,178,9967000,0,0,0
2021-06-01,178,178,177,177,9143300,0,0,0
2021-06-02,178,178,177,178,6613100,0,0,0
2021-06-03,175,175,174,175,10153900,0,0,0
2021-06-04,176,177,176,177,8375300,0,0,0
2021-06-07,176,177,176,177,7709100,0,0,0
2021-06-08,177,177,176,177,5905800,0,0,0
2021-06-09,177,177,176,176,6346100,0,0,0
2021-06-10,176,177,176,177,9896600,0,0,0
2021-06-11,176,176,175,175,7836900,0,0,0
2021-06-14,173,175,172,174,7733600,0,0,0
2021-06-15,174,174,173,174,7550200,0,0,0
2021-06-18,166,166,164,164,15744300,0,0,0
2021-06-21,166,167,166,166,8371000,0,0,0
2021-06-22,166,166,166,166,7223900,0,0,0
2021-06-23,166,168,165,166,8474300,0,0,0
2021-06-24,167,167,166,166,6903400,0,0,0
2021-06-25,167,167,166,166,7473700,0,0,0
2021-06-28,166,166,166,166,6508900,0,0,0
2021-06-29,164,165,164,164,7451400,0,0,0
2021-06-30,164,166,164,165,7955800,0,0,0
2021-07-01,166,166,165,166,7430500,0,0,0
2021-07-02,167,167,166,167,7873600,0,0,0
2021-07-06,169,169,167,168,7932100,0,0,0
2021-07-07,168,169,168,168,7108900,0,0,0
2021-07-08,169,169,167,168,7244300,0,0,0
2021-07-09,168,169,168,169,4997400,0,0,0
2021-07-12,168,169,167,169,7315400,0,0,0
2021-07-13,169,169,168,169,7040300,0,0,0
2021-07-14,170,171,170,171,8830300,0,0,0
2021-07-15,170,171,170,171,6520100,0,0,0
2021-07-16,170,170,169,169,9460300,0,0,0
2021-07-19,169,169,168,169,6707400,0,0,0
2021-07-20,170,170,168,169,6540100,0,0,0
2021-07-21,168,169,168,168,4622600,0,0,0
2021-07-22,168,169,168,169,4793600,0,0,0
2021-07-23,168,168,167,168,5831500,0,0,0
2021-07-26,168,168,168,168,5229800,0,0,0
2021-07-27,168,168,167,168,6300200,0,0,0
2021-07-28,168,169,167,169,7905800,0,0,0
2021-07-29,170,171,170,171,8119600,0,0,0
2021-07-30,170,170,169,169,7391700,0,0,0
2021-08-02,169,170,169,169,10783200,0,0,0
2021-08-03,169,169,169,169,5402300,0,0,0
2021-08-04,171,171,168,169,9796300,0,0,0
2021-08-05,169,169,168,168,8015000,0,0,0
2021-08-06,165,165,164,164,13547600,0,0,0
2021-08-09,163,163,161,161,11547000,0,0,0
2021-08-10,161,162,160,161,6870800,0,0,0
2021-08-11,163,164,162,164,7382400,0,0,0
2021-08-12,163,164,162,164,5211700,0,0,0
2021-08-13,165,166,164,166,7466900,0,0,0
2021-08-16,166,167,166,167,7776500,0,0,0
2021-08-17,167,167,166,166,7107000,0,0,0
2021-08-18,167,167,166,167,7697900,0,0,0
2021-08-19,167,167,166,166,6934300,0,0,0
2021-08-20,166,167,166,166,7154000,0,0,0
2021-08-23,168,168,167,168,8190500,0,0,0
2021-08-24,169,169,168,168,4519200,0,0,0
2021-08-25,167,167,166,167,5588800,0,0,0
2021-08-26,167,168,166,167,4371900,0,0,0
2021-08-27,167,170,166,170,10036400,0,0,0
2021-08-30,169,169,169,169,3768600,0,0,0
2021-08-31,169,169,168,169,6336000,0,0,0
2021-09-01,169,170,169,169,4764900,0,0,0
2021-09-02,169,169,168,169,4599800,0,0,0
2021-09-03,170,171,170,171,8353300,0,0,0
2021-09-07,169,169,167,167,10004600,0,0,0
2021-09-08,168,168,166,167,6576000,0,0,0
2021-09-09,168,168,166,168,6641400,0,0,0
2021-09-10,167,168,167,167,7426300,0,0,0
2021-09-13,167,168,167,167,5474300,0,0,0
2021-09-14,168,169,167,168,7922900,0,0,0
2021-09-15,168,168,167,167,5624900,0,0,0
2021-09-16,164,164,163,164,11780400,0,0,0
2021-09-17,163,164,163,163,8369700,0,0,0
2021-09-20,164,165,164,164,7566600,0,0,0
2021-09-21,165,166,165,166,7181500,0,0,0
2021-09-22,165,167,165,165,9777800,0,0,0
2021-09-23,164,164,163,163,8451900,0,0,0
2021-09-24,163,164,162,163,6937500,0,0,0
2021-09-27,163,164,163,163,4943000,0,0,0
2021-09-28,162,162,161,162,9282800,0,0,0
2021-09-29,162,162,160,161,8360700,0,0,0
2021-09-30,162,164,162,164,10572900,0,0,0
2021-10-01,164,164,163,164,6654700,0,0,0
2021-10-04,163,165,163,165,7651700,0,0,0
2021-10-05,163,164,163,164,5617300,0,0,0
2021-10-06,164,165,164,165,6067200,0,0,0
2021-10-07,164,164,163,164,4791500,0,0,0
2021-10-08,166,166,164,164,8536100,0,0,0
2021-10-11,164,164,163,163,3820100,0,0,0
2021-10-12,164,165,164,164,5453000,0,0,0
2021-10-13,165,167,165,167,11113800,0,0,0
2021-10-14,168,168,167,168,5081400,0,0,0
2021-10-15,165,166,165,165,8699200,0,0,0
2021-10-18,165,165,164,164,4029600,0,0,0
2021-10-19,166,166,165,165,6588500,0,0,0
2021-10-20,166,167,165,166,5022000,0,0,0
2021-10-21,166,166,166,166,4412400,0,0,0
2021-10-22,168,169,166,167,10703900,0,0,0
2021-10-25,168,169,168,168,4881300,0,0,0
2021-10-26,167,167,166,167,6658900,0,0,0
2021-10-27,167,168,166,168,5823100,0,0,0
2021-10-28,168,169,167,168,7000700,0,0,0
2021-10-29,166,166,165,166,7531900,0,0,0
2021-11-01,167,167,166,167,4975600,0,0,0
2021-11-02,167,167,166,167,3760700,0,0,0
